country,year,yearly_mean,yearly_min,yearly_max
Afghanistan,1838,18.3795714285714,7.475,26.877
Afghanistan,1840,13.4134545454545,0.735,27.739
Afghanistan,1841,13.9976,-0.883,27.104
Afghanistan,1842,15.1546666666667,3.33,25.798
Afghanistan,1843,13.75625,0.674,26.748
Afghanistan,1844,13.14875,0.959,26.576
Afghanistan,1845,13.3058333333333,0.421,26.383
Afghanistan,1846,14.0308333333333,1.194,27.278
Afghanistan,1847,13.4755833333333,-0.402,27.223
Afghanistan,1848,13.13625,-1.928,26.706
Afghanistan,1849,13.4444166666667,0.777,26.911
Afghanistan,1850,13.3260833333333,-1.288,27.194
Afghanistan,1851,13.6056666666667,-0.226,26.455
Afghanistan,1852,13.5411666666667,0.336,26.8
Afghanistan,1853,13.4558333333333,-0.148,26.914
Afghanistan,1854,13.60575,-0.018,26.588
Afghanistan,1855,13.9238333333333,1.189,26.476
Afghanistan,1856,13.4646666666667,0.421,26.778
Afghanistan,1857,13.0744166666667,0.497,26.442
Afghanistan,1858,13.6641666666667,0.549,26.764
Afghanistan,1859,13.9115833333333,-0.0759999999999999,26.991
Afghanistan,1860,13.4045833333333,-0.068,27.355
Afghanistan,1861,13.26975,-1.702,27.165
Afghanistan,1862,12.9353333333333,-1.283,26.783
Afghanistan,1863,13.639,0.943,27.002
Afghanistan,1864,13.1756666666667,0.0919999999999999,27.233
Afghanistan,1865,13.49075,0.764,26.502
Afghanistan,1866,13.4178333333333,0.192,26.925
Afghanistan,1867,13.9751666666667,0.169,26.734
Afghanistan,1868,13.6935,0.494,27.142
Afghanistan,1869,13.7780833333333,0.486,27.203
Afghanistan,1870,13.7993333333333,-0.685,26.819
Afghanistan,1871,13.631,-0.685,26.562
Afghanistan,1872,13.88275,-0.55,27.335
Afghanistan,1873,13.9959166666667,0.298,27.035
Afghanistan,1874,13.8905833333333,0.876,26.457
Afghanistan,1875,14.1733333333333,0.102,27.361
Afghanistan,1876,13.5649166666667,0.185,26.764
Afghanistan,1877,13.71525,0.637,27.155
Afghanistan,1878,13.8774166666667,-0.816,27.422
Afghanistan,1879,13.928,1.452,26.753
Afghanistan,1880,14.19975,0.375,25.839
Afghanistan,1881,14.2703333333333,1.214,26.777
Afghanistan,1882,13.4341666666667,0.475,25.622
Afghanistan,1883,13.6008333333333,-0.321,26.481
Afghanistan,1884,13.3818333333333,2.177,25.911
Afghanistan,1885,13.0315833333333,-1.327,25.967
Afghanistan,1886,13.2005833333333,-0.665,26.846
Afghanistan,1887,13.6414166666667,-1.584,26.526
Afghanistan,1888,14.2431666666667,1.149,27.012
Afghanistan,1889,13.7273333333333,-1.589,26.771
Afghanistan,1890,13.72225,0.675,26.609
Afghanistan,1891,13.23725,-1.48,26.124
Afghanistan,1892,14.076,2.206,26.21
Afghanistan,1893,13.43675,-1.58,25.736
Afghanistan,1894,13.46675,-2.153,25.724
Afghanistan,1895,13.98175,-2.925,25.909
Afghanistan,1896,14.09875,2.377,26.709
Afghanistan,1897,13.54975,-0.933,26.664
Afghanistan,1898,13.4615833333333,0.326,26.131
Afghanistan,1899,14.3958333333333,-0.142,26.599
Afghanistan,1900,13.7493333333333,-3.428,27.333
Afghanistan,1901,13.894,0.528,26.448
Afghanistan,1902,14.5058333333333,2.293,26.337
Afghanistan,1903,12.9864166666667,-1.387,25.909
Afghanistan,1904,13.80575,-3.088,26.434
Afghanistan,1905,13.3856666666667,-1.24,26.836
Afghanistan,1906,13.8849166666667,-0.163,26.73
Afghanistan,1907,13.3529166666667,1.058,26.43
Afghanistan,1908,13.6991666666667,1.326,27.152
Afghanistan,1909,13.9254166666667,-1.224,26.016
Afghanistan,1910,13.2165,-0.979,26.149
Afghanistan,1911,13.385,-1.126,25.984
Afghanistan,1912,13.9026666666667,0.462,27.644
Afghanistan,1913,13.85925,1.45,27.089
Afghanistan,1914,14.2968333333333,0.967,26.627
Afghanistan,1915,14.9145833333333,2.135,26.475
Afghanistan,1916,13.343,0.74,26.292
Afghanistan,1917,13.9165,0.868,26.38
Afghanistan,1918,13.48325,-0.01,26.923
Afghanistan,1919,13.8809166666667,-1.552,27.191
Afghanistan,1920,13.0365,-1.854,27.289
Afghanistan,1921,14.1715833333333,0.471,27.545
Afghanistan,1922,14.2555,1.499,27.386
Afghanistan,1923,13.3389166666667,0.211,26.295
Afghanistan,1924,13.629,0.773,26.807
Afghanistan,1925,13.93175,-2.021,27.581
Afghanistan,1926,13.7453333333333,1.592,27.095
Afghanistan,1927,13.8445833333333,-1.9,27.989
Afghanistan,1928,13.633,-1.471,26.448
Afghanistan,1929,13.48175,-2.499,26.243
Afghanistan,1930,13.3305833333333,-3.993,27.43
Afghanistan,1931,13.4475,-1.612,26.331
Afghanistan,1932,13.6646666666667,-1.456,27.439
Afghanistan,1933,13.8829166666667,-2.244,27.784
Afghanistan,1934,13.3414166666667,-4.379,26.822
Afghanistan,1935,13.29625,-2.635,26.759
Afghanistan,1936,14.0074166666667,-1.144,26.746
Afghanistan,1937,13.5715833333333,-1.09,27.359
Afghanistan,1938,14.21125,1.23,26.175
Afghanistan,1939,14.1619166666667,1.718,26.743
Afghanistan,1940,14.734,2.68,27.601
Afghanistan,1941,15.50275,1.14,26.704
Afghanistan,1942,14.4511666666667,1.523,27.037
Afghanistan,1943,13.7078333333333,-0.587,26.789
Afghanistan,1944,14.29175,-1.296,28.425
Afghanistan,1945,13.86625,-1.013,26.617
Afghanistan,1946,14.5946666666667,-0.624,26.931
Afghanistan,1947,15.0350833333333,2.335,26.855
Afghanistan,1948,14.33525,1.209,27.587
Afghanistan,1949,13.3500833333333,-1.374,27.238
Afghanistan,1950,13.0435,-0.156,27.455
Afghanistan,1951,13.96775,0.648,26.001
Afghanistan,1952,14.1754166666667,1.198,26.485
Afghanistan,1953,14.65075,2.097,27.407
Afghanistan,1954,13.6913333333333,1.333,25.918
Afghanistan,1955,14.6425833333333,1.636,27.077
Afghanistan,1956,14.1910833333333,0.844,26.617
Afghanistan,1957,12.7771666666667,-1.69,25.775
Afghanistan,1958,14.71675,3.661,27.24
Afghanistan,1959,14.1525833333333,0.278000000000001,26.634
Afghanistan,1960,13.9854166666667,1.811,26.6
Afghanistan,1961,14.0649166666667,1.482,27.363
Afghanistan,1962,13.7686666666667,0.616,26.961
Afghanistan,1963,15.0334166666667,2.5,27.246
Afghanistan,1964,13.0849166666667,-4.254,26.47
Afghanistan,1965,14.1018333333333,2.097,26.776
Afghanistan,1966,14.343,2.757,26.232
Afghanistan,1967,13.66325,-0.578,26.99
Afghanistan,1968,13.7623333333333,1.134,26.338
Afghanistan,1969,13.8050833333333,-1.644,26.781
Afghanistan,1970,14.7830833333333,1.337,26.862
Afghanistan,1971,14.8235,-0.588,26.556
Afghanistan,1972,12.5471666666667,-3.532,25.153
Afghanistan,1973,14.2355,-2.374,27.014
Afghanistan,1974,13.31675,-0.877,26.867
Afghanistan,1975,13.5480833333333,-0.104,26.726
Afghanistan,1976,13.7085833333333,1.766,27.24
Afghanistan,1977,14.8054166666667,-2.453,27.552
Afghanistan,1978,14.3296666666667,0.0629999999999999,26.726
Afghanistan,1979,14.2620833333333,1.735,27.513
Afghanistan,1980,14.8873333333333,0.533,27.457
Afghanistan,1981,14.8600833333333,2.477,27.163
Afghanistan,1982,13.7330833333333,1.394,26.73
Afghanistan,1983,14.6148333333333,1.386,27.988
Afghanistan,1984,14.2458333333333,-0.988,27.623
Afghanistan,1985,14.88875,1.224,28.254
Afghanistan,1986,14.2231666666667,1.681,26.976
Afghanistan,1987,14.984,3.563,26.642
Afghanistan,1988,15.389,2.259,28.142
Afghanistan,1989,14.12575,-0.424,27.186
Afghanistan,1990,14.9933333333333,1.558,27.526
Afghanistan,1991,14.37075,1.168,27.23
Afghanistan,1992,14.0560833333333,1.588,26.804
Afghanistan,1993,14.43925,0.808,26.826
Afghanistan,1994,14.75475,2.082,27.668
Afghanistan,1995,14.8591666666667,2.453,28.443
Afghanistan,1996,14.426,0.175,27.349
Afghanistan,1997,14.904,2.69,28.533
Afghanistan,1998,15.1325,2.041,27.896
Afghanistan,1999,15.38875,1.926,27.38
Afghanistan,2000,15.4978333333333,2.404,27.26
Afghanistan,2001,15.7780833333333,0.41,27.772
Afghanistan,2002,15.5376666666667,2.13,27.412
Afghanistan,2003,14.916,3.133,27.94
Afghanistan,2004,15.7709166666667,3.344,27.193
Afghanistan,2005,14.98,0.987,28.021
Afghanistan,2006,15.5955833333333,-0.166,28.161
Afghanistan,2007,15.1061666666667,1.215,27.365
Afghanistan,2008,15.2165,-4.553,28.409
Afghanistan,2009,15.25775,2.27,28.145
Afghanistan,2010,15.8286666666667,2.598,27.81
Afghanistan,2011,15.518,1.268,27.88
Afghanistan,2012,14.4815833333333,-0.231,28.193
Afghanistan,2013,16.533625,2.241,28.205
Albania,1743,8.62,8.62,8.62
Albania,1744,14.061875,4.432,21.706
Albania,1745,5.58825,1.665,11.073
Albania,1750,13.0979090909091,3.6,23.893
Albania,1751,13.57325,2.284,23.081
Albania,1752,8.23983333333333,1.402,12.64
Albania,1753,12.557,1.4,23.532
Albania,1754,12.5481666666667,0.535,22.438
Albania,1755,12.3225833333333,-1.027,22.763
Albania,1756,13.0259166666667,2.895,22.508
Albania,1757,12.7303333333333,0.283,25.843
Albania,1758,11.4443333333333,-1.261,21.464
Albania,1759,12.4929166666667,1.566,22.689
Albania,1760,12.155,1.442,22.342
Albania,1761,12.87625,0.985,25.669
Albania,1762,12.70025,2.221,23.825
Albania,1763,12.0248333333333,0.998,23.834
Albania,1764,12.8641666666667,3.755,21.554
Albania,1765,12.73725,3.974,21.603
Albania,1766,12.6014166666667,-0.459,22.213
Albania,1767,12.1696666666667,-1.974,22.71
Albania,1768,11.3423333333333,-1.117,22.429
Albania,1769,12.3951666666667,3.163,22.427
Albania,1770,12.3764166666667,2.24,20.763
Albania,1771,12.3708333333333,1.605,22.701
Albania,1772,13.7114166666667,4.43,23.464
Albania,1773,12.693,2.565,21.421
Albania,1774,12.8963333333333,1.573,23.929
Albania,1775,13.22175,3.017,23.356
Albania,1776,12.2059166666667,0.869,22.85
Albania,1777,12.2201666666667,3.192,21.841
Albania,1778,13.1513333333333,5.011,23.514
Albania,1779,13.1816666666667,0.885,21.313
Albania,1780,12.9184166666667,2.61,22.767
Albania,1781,12.9994166666667,2.725,23.827
Albania,1782,12.1863333333333,0.618,23.861
Albania,1783,12.6568333333333,2.05,22.553
Albania,1784,12.3389166666667,1.835,23.983
Albania,1785,11.7835833333333,1.696,22.594
Albania,1786,12.1424166666667,1.778,22.391
Albania,1787,12.74675,2.854,23.1
Albania,1788,12.8231666666667,-0.294,25.39
Albania,1789,12.5740833333333,2.343,23.214
Albania,1790,12.798,2.493,22.91
Albania,1791,13.16825,4.873,23.43
Albania,1792,12.5618333333333,3.298,22.707
Albania,1793,12.29325,0.891,22.937
Albania,1794,12.9795833333333,3.286,23.298
Albania,1795,12.5933333333333,-0.304,22.346
Albania,1796,12.753,3.578,22.899
Albania,1797,13.34225,3.959,23.626
Albania,1798,12.946,2.225,23.153
Albania,1799,12.2611666666667,-0.608000000000001,23.092
Albania,1800,12.9866666666667,4.172,22.278
Albania,1801,13.4418333333333,3.656,23.408
Albania,1802,13.52225,3.655,23.562
Albania,1803,12.4083333333333,0.985,22.98
Albania,1804,12.7725833333333,3.182,23.47
Albania,1805,11.7935833333333,3.318,21.893
Albania,1806,12.9225,4.434,22.209
Albania,1807,13.1126666666667,2.355,24.163
Albania,1808,11.6198333333333,0.643000000000001,23.008
Albania,1809,11.9490833333333,2.335,22.154
Albania,1810,12.339,2.82,21.65
Albania,1811,12.7785833333333,1.365,23.297
Albania,1812,11.5913333333333,0.412,21.931
Albania,1813,11.8368333333333,-0.301,20.676
Albania,1814,11.609,0.271,21.326
Albania,1815,11.82925,1.863,20.598
Albania,1816,11.4113333333333,1.9,20.53
Albania,1817,12.0745833333333,3.257,22.536
Albania,1818,12.4755833333333,2.304,21.714
Albania,1819,12.3818333333333,1.086,21.336
Albania,1820,12.4365833333333,2.429,23.52
Albania,1821,12.2371666666667,2.539,20.861
Albania,1822,13.0275,3.165,23.516
Albania,1823,12.3594166666667,1.252,22.342
Albania,1824,12.97975,3.342,23.006
Albania,1825,12.382,2.982,21.659
Albania,1826,12.2175833333333,1.533,22.709
Albania,1827,12.7583333333333,3.63,23.571
Albania,1828,12.5229166666667,1.398,24.24
Albania,1829,11.5989166666667,1.422,22.173
Albania,1830,12.36025,-0.0139999999999997,23.127
Albania,1831,12.3233333333333,2.181,22.266
Albania,1832,11.6001666666667,2.237,21.605
Albania,1833,12.2503333333333,0.513,21.353
Albania,1834,12.7878333333333,3.131,23.819
Albania,1835,11.7045833333333,1.832,21.709
Albania,1836,12.3108333333333,0.666,21.704
Albania,1837,11.4095833333333,2.436,22.326
Albania,1838,11.5983333333333,0.458,21.205
Albania,1839,12.2023333333333,1.545,22.831
Albania,1840,11.7446666666667,1.138,22.438
Albania,1841,13.0735,2.849,23.823
Albania,1842,12.0374166666667,1.202,22.61
Albania,1843,12.4935833333333,3.554,21.443
Albania,1844,12.0898333333333,1.309,21.691
Albania,1845,12.41,1.431,23.252
Albania,1846,13.4086666666667,4.251,23.742
Albania,1847,12.0406666666667,1.885,22.472
Albania,1848,12.7054166666667,-0.264,22.816
Albania,1849,12.1895833333333,1.619,21.928
Albania,1850,11.7346666666667,-0.16,22.736
Albania,1851,12.3155,2.692,21.946
Albania,1852,12.7445833333333,4.231,22.511
Albania,1853,12.8111666666667,3.633,23.585
Albania,1854,11.9516666666667,2.267,22.499
Albania,1855,12.3335833333333,1.805,21.89
Albania,1856,12.06075,4.041,22.248
Albania,1857,11.9946666666667,3.12,21.777
Albania,1858,11.5054166666667,-0.872,21.858
Albania,1859,12.6758333333333,1.066,23.419
Albania,1860,12.6939166666667,3.69,22.565
Albania,1861,12.5100833333333,1.816,22.741
Albania,1862,12.9386666666667,1.893,22.502
Albania,1863,13.1660833333333,3.274,22.708
Albania,1864,11.73975,-1.26,21.316
Albania,1865,12.4156666666667,2.375,22.714
Albania,1866,12.8023333333333,2.944,22.914
Albania,1867,12.6655833333333,2.127,22.038
Albania,1868,12.73975,3.118,21.884
Albania,1869,12.5348333333333,0.564,22.21
Albania,1870,12.01025,2.63,22.721
Albania,1871,11.8595833333333,0.786,22.748
Albania,1872,13.2918333333333,3.257,21.92
Albania,1873,12.853,3.118,23.01
Albania,1874,11.9461666666667,1.453,23.137
Albania,1875,11.5058333333333,1.094,22.331
Albania,1876,12.6576666666667,1.339,21.81
Albania,1877,12.4025,3.579,23.005
Albania,1878,12.6038333333333,1.199,21.98
Albania,1879,12.3253333333333,0.584,22.742
Albania,1880,12.3168333333333,-0.521,23.469
Albania,1881,12.0234166666667,3.048,22.971
Albania,1882,12.5204166666667,2.862,22.198
Albania,1883,11.93175,2.663,22.412
Albania,1884,11.8215,2.255,21.327
Albania,1885,12.64175,2.039,21.994
Albania,1886,12.67575,4.419,21.552
Albania,1887,12.516,2.589,23.058
Albania,1888,11.8201666666667,-0.731,22.58
Albania,1889,12.0415833333333,1.429,22.32
Albania,1890,12.1405833333333,1.985,23.866
Albania,1891,12.0340833333333,-0.06,22.759
Albania,1892,12.6795,3.411,22.252
Albania,1893,11.7023333333333,-1.517,21.931
Albania,1894,12.3245,1.255,23.275
Albania,1895,12.401,1.961,23.105
Albania,1896,12.1185,-0.864,22.094
Albania,1897,12.2895,2.332,22.641
Albania,1898,12.8949166666667,2.482,21.271
Albania,1899,12.5860833333333,4.065,21.247
Albania,1900,13.0685833333333,5.137,22.056
Albania,1901,12.4495833333333,-0.153,22.044
Albania,1902,12.4826666666667,1.476,22.292
Albania,1903,12.5438333333333,2.077,22.095
Albania,1904,12.5293333333333,3.364,22.638
Albania,1905,12.1638333333333,-1.533,22.759
Albania,1906,12.17975,1.972,22.128
Albania,1907,12.2236666666667,0.524,22.173
Albania,1908,12.24725,2.421,21.692
Albania,1909,12.5598333333333,0.619,22.357
Albania,1910,12.6648333333333,4.235,21.988
Albania,1911,12.4835833333333,1.677,22.355
Albania,1912,12.0578333333333,1.974,21.708
Albania,1913,12.3521666666667,2.872,20.192
Albania,1914,12.0158333333333,0.774,21.185
Albania,1915,12.6904166666667,5.621,22.407
Albania,1916,13.5501666666667,4.609,22.957
Albania,1917,12.6841666666667,2.451,23.059
Albania,1918,12.73125,4.088,22.135
Albania,1919,12.3205,4.341,21.125
Albania,1920,12.6975,3.961,22.415
Albania,1921,12.511,3.71,22.749
Albania,1922,12.6705,2.694,23.282
Albania,1923,13.3133333333333,3.425,22.365
Albania,1924,12.552,0.662,22.147
Albania,1925,12.6906666666667,2.982,21.842
Albania,1926,13.2525,3.822,20.662
Albania,1927,13.6184166666667,2.986,23.838
Albania,1928,12.8970833333333,3.295,24.113
Albania,1929,12.023,-1.191,22.839
Albania,1930,13.2068333333333,4.459,22.452
Albania,1931,12.6615,2.034,23.877
Albania,1932,12.5836666666667,-0.159,22.794
Albania,1933,12.0105833333333,2.386,21.476
Albania,1934,13.524,2.807,22.609
Albania,1935,12.94275,0.9,22.426
Albania,1936,13.1183333333333,4.346,23.734
Albania,1937,13.25375,2.772,22.334
Albania,1938,12.6143333333333,2.122,23.243
Albania,1939,13.05775,4.668,23.616
Albania,1940,11.5825,-0.135,21.972
Albania,1941,12.0555833333333,2.154,22.302
Albania,1942,12.306,-2.049,22.022
Albania,1943,13.19725,1.446,23.89
Albania,1944,12.4474166666667,2.844,22.353
Albania,1945,12.9445833333333,0.879,23.864
Albania,1946,13.4725,2.225,24.982
Albania,1947,13.3954166666667,-0.42,23.122
Albania,1948,12.7539166666667,2.102,22.982
Albania,1949,12.51825,3.915,21.466
Albania,1950,13.8128333333333,1.354,24.756
Albania,1951,13.5698333333333,4.804,23.104
Albania,1952,13.5739166666667,3.724,24.839
Albania,1953,12.5863333333333,3.239,23.611
Albania,1954,12.4500833333333,0.788,22.562
Albania,1955,13.1480833333333,6.506,22.226
Albania,1956,12.1723333333333,1.019,23.723
Albania,1957,13.0784166666667,2.881,22.665
Albania,1958,13.1945,3.683,23.363
Albania,1959,12.4055833333333,2.728,22.118
Albania,1960,13.3350833333333,4.127,22.531
Albania,1961,13.31675,3.581,22.222
Albania,1962,13.06875,2.862,24.144
Albania,1963,13.0858333333333,1.688,23.19
Albania,1964,12.5153333333333,1.031,21.528
Albania,1965,12.3784166666667,0.701000000000001,22.861
Albania,1966,13.2045833333333,2.033,22.862
Albania,1967,12.62175,1.416,22.946
Albania,1968,12.8695833333333,1.089,22.128
Albania,1969,12.8029166666667,2.454,21.545
Albania,1970,12.8396666666667,5.172,22.264
Albania,1971,12.5344166666667,4.515,23.212
Albania,1972,12.60825,3.856,21.62
Albania,1973,12.4866666666667,3.587,22.319
Albania,1974,12.5598333333333,4.125,22.757
Albania,1975,12.5684166666667,2.543,21.757
Albania,1976,12.03625,3.459,21.053
Albania,1977,13.22325,3.582,22.59
Albania,1978,12.2635833333333,3.545,21.657
Albania,1979,12.9891666666667,3.084,21.495
Albania,1980,12.1620833333333,1.704,22.06
Albania,1981,12.5786666666667,1.091,21.775
Albania,1982,13.01525,3.303,22.224
Albania,1983,12.5109166666667,2.846,22.63
Albania,1984,12.64075,4.706,21.354
Albania,1985,12.9481666666667,1.908,22.747
Albania,1986,13.0564166666667,2.893,23.279
Albania,1987,12.9965833333333,3.304,24.084
Albania,1988,13.0440833333333,3.49,25.153
Albania,1989,12.8038333333333,2.706,22.017
Albania,1990,13.4686666666667,2.31,23.103
Albania,1991,12.3388333333333,1.578,22.047
Albania,1992,13.0846666666667,3.3,24.635
Albania,1993,13.1225833333333,2.592,24.004
Albania,1994,14.0996666666667,4.947,24.411
Albania,1995,12.7820833333333,3.395,23.477
Albania,1996,12.7365,3.778,22.624
Albania,1997,12.9009166666667,5.583,22.526
Albania,1998,13.31125,2.65,24.343
Albania,1999,13.65375,3.446,23.677
Albania,2000,13.7465833333333,0.397,23.991
Albania,2001,13.6904166666667,0.455,24.44
Albania,2002,13.5599166666667,2.11,23.753
Albania,2003,13.6265833333333,1.427,25.081
Albania,2004,13.2581666666667,2.719,23.177
Albania,2005,12.7470833333333,2.257,23.338
Albania,2006,12.9769166666667,1.822,23.107
Albania,2007,13.8905,3.558,25.074
Albania,2008,13.9551666666667,4.415,24.459
Albania,2009,13.84425,4.438,23.797
Albania,2010,13.7754166666667,4.472,24.384
Albania,2011,13.44325,3.788,24.078
Albania,2012,13.76825,1.687,25.474
Albania,2013,14.993875,4.412,24.793
Algeria,1787,24.274625,13.322,33.049
Algeria,1788,10.343,10.343,10.343
Algeria,1789,23.5199090909091,11.922,33.83
Algeria,1790,22.9156666666667,11.94,33.287
Algeria,1791,23.1295833333333,12.958,33.3
Algeria,1792,22.9071666666667,11.177,33.391
Algeria,1793,22.73725,10.037,33.653
Algeria,1794,22.78175,12.267,32.465
Algeria,1795,23.0735454545455,11.744,33.808
Algeria,1796,22.988,11.272,33.82
Algeria,1797,22.7951666666667,12.468,33.078
Algeria,1798,23.1831666666667,12.437,34.562
Algeria,1799,23.2305833333333,11.948,34.319
Algeria,1800,23.3355833333333,12.948,34.074
Algeria,1801,23.3186666666667,12.523,34.37
Algeria,1802,23.4794166666667,12.632,34.146
Algeria,1803,23.72,11.839,34.527
Algeria,1804,23.54525,11.956,35.148
Algeria,1805,23.0439166666667,12.305,34.272
Algeria,1806,22.8750833333333,11.322,33.969
Algeria,1807,22.8254166666667,10.586,33.718
Algeria,1808,22.1400833333333,9.775,34.574
Algeria,1809,21.7425,10.645,32.39
Algeria,1810,21.6565833333333,10.336,31.583
Algeria,1811,21.8815,11.949,32.066
Algeria,1812,21.6978333333333,9.731,33.647
Algeria,1813,22.2359166666667,9.526,32.79
Algeria,1814,21.9218333333333,10.655,31.774
Algeria,1815,22.1265,11.376,33.445
Algeria,1816,21.6796666666667,11.626,31.694
Algeria,1817,22.3238333333333,11.409,32.399
Algeria,1818,22.8314166666667,11.604,32.943
Algeria,1819,22.2465833333333,10.617,32.765
Algeria,1820,22.3899166666667,11.372,33.241
Algeria,1821,22.67725,12.79,32.675
Algeria,1822,22.85425,11.111,33.944
Algeria,1823,22.4618333333333,12.04,33.409
Algeria,1824,22.92125,11.239,34.109
Algeria,1825,22.8095833333333,11.972,33.343
Algeria,1826,22.7346666666667,11.508,33.498
Algeria,1827,22.8930833333333,11.858,34.023
Algeria,1828,22.90025,11.468,33.969
Algeria,1829,22.67975,11.914,33.928
Algeria,1830,23.03875,11.247,34.932
Algeria,1831,22.6780833333333,11.887,33.569
Algeria,1832,22.49475,11.185,34.148
Algeria,1833,22.5969166666667,12.321,32.599
Algeria,1834,22.9045833333333,11.162,33.529
Algeria,1835,22.0845,11.037,32.641
Algeria,1836,22.3584166666667,11.554,34.305
Algeria,1837,22.2445,11.502,33.929
Algeria,1838,22.603,11.633,34.225
Algeria,1839,22.4371666666667,10.988,33.893
Algeria,1840,22.7345833333333,12.448,33.884
Algeria,1841,22.58875,10.661,33.735
Algeria,1842,22.8140833333333,10.703,34.185
Algeria,1843,22.8410833333333,11.572,33.338
Algeria,1844,22.5915833333333,11.391,34.095
Algeria,1845,22.5011666666667,11.211,33.489
Algeria,1846,23.2273333333333,12.341,34.875
Algeria,1847,22.68025,11.483,33.477
Algeria,1848,22.3834166666667,10.059,33.763
Algeria,1849,22.70425,11.191,34.128
Algeria,1850,22.5873333333333,10.604,33.656
Algeria,1851,22.7333333333333,11.989,33.861
Algeria,1852,22.8565833333333,12.109,33.111
Algeria,1853,22.7705833333333,12.188,33.473
Algeria,1854,22.4811666666667,10.962,33.022
Algeria,1855,22.6600833333333,11.997,32.897
Algeria,1856,22.58,12.605,32.697
Algeria,1857,22.37325,10.592,32.189
Algeria,1858,23.0323333333333,12.042,32.645
Algeria,1859,22.6638333333333,11.163,32.585
Algeria,1860,22.4938333333333,12.258,32.712
Algeria,1861,22.5600833333333,10.627,32.587
Algeria,1862,22.7365,11.55,33.165
Algeria,1863,22.4411666666667,11.206,33.023
Algeria,1864,23.01225,11.249,34.271
Algeria,1865,22.8488333333333,11.829,33.509
Algeria,1866,22.92575,12.204,33.425
Algeria,1867,23.35025,11.969,33.567
Algeria,1868,22.5069166666667,11.537,33.32
Algeria,1869,22.775,11.261,33.661
Algeria,1870,22.86725,11.139,33.75
Algeria,1871,22.7476666666667,10.287,33.938
Algeria,1872,22.7953333333333,11.363,33.688
Algeria,1873,22.7943333333333,11.634,33.901
Algeria,1874,22.72325,11.704,33.742
Algeria,1875,22.5549166666667,11.237,33.131
Algeria,1876,22.8524166666667,11.317,33.507
Algeria,1877,22.9615,11.618,34.198
Algeria,1878,23.5481666666667,10.643,34.295
Algeria,1879,22.6876666666667,11.831,32.683
Algeria,1880,22.594,10.82,33.862
Algeria,1881,23.4616666666667,12.023,33.984
Algeria,1882,22.58625,11.52,33.403
Algeria,1883,22.4709166666667,11.871,33.568
Algeria,1884,22.081,11.197,33.018
Algeria,1885,22.20625,10.269,32.965
Algeria,1886,22.272,10.223,33.555
Algeria,1887,22.6304166666667,10.898,33.243
Algeria,1888,22.5095,11.973,33.512
Algeria,1889,22.3488333333333,10.619,33.372
Algeria,1890,21.9180833333333,11.226,33.851
Algeria,1891,22.246,9.708,33.714
Algeria,1892,22.8605833333333,12.064,33.4
Algeria,1893,23.0875833333333,11.159,33.888
Algeria,1894,22.6651666666667,11.304,33.032
Algeria,1895,23.5138333333333,11.342,33.814
Algeria,1896,22.1999166666667,11.789,33.482
Algeria,1897,23.2065833333333,11.63,33.925
Algeria,1898,22.8246666666667,11.727,33.824
Algeria,1899,23.3795,11.825,33.29
Algeria,1900,22.8641666666667,10.869,32.55
Algeria,1901,22.7264166666667,11.596,33.401
Algeria,1902,23.0524166666667,11.26,34.276
Algeria,1903,22.5556666666667,12.072,32.098
Algeria,1904,22.6823333333333,10.682,33.099
Algeria,1905,22.5600833333333,10.266,33.074
Algeria,1906,22.4685833333333,11.503,33.288
Algeria,1907,22.1715833333333,10.069,33.542
Algeria,1908,22.8295833333333,12.165,33.707
Algeria,1909,22.5698333333333,9.992,32.153
Algeria,1910,22.6769166666667,11.188,33.843
Algeria,1911,22.5746666666667,9.591,32.827
Algeria,1912,22.86675,11.36,34.048
Algeria,1913,23.07925,12.573,33.706
Algeria,1914,23.0431666666667,11.715,34.001
Algeria,1915,22.8211666666667,11.121,33.789
Algeria,1916,22.643,11.164,34.04
Algeria,1917,22.4611666666667,11.233,32.772
Algeria,1918,22.41125,12.086,33.665
Algeria,1919,22.7733333333333,11.241,33.281
Algeria,1920,23.0943333333333,11.35,34.134
Algeria,1921,22.7235833333333,11.132,33.852
Algeria,1922,22.9345,11.472,33.729
Algeria,1923,22.43575,10.709,33.234
Algeria,1924,23.4180833333333,11.807,33.497
Algeria,1925,22.7265833333333,10.902,33.285
Algeria,1926,23.5016666666667,12.429,34.005
Algeria,1927,23.3354166666667,11.147,34.176
Algeria,1928,23.1154166666667,11.531,33.895
Algeria,1929,22.6720833333333,11.843,33.384
Algeria,1930,23.4545,13.024,33.875
Algeria,1931,23.8658333333333,12.262,34.93
Algeria,1932,23.6169166666667,11.592,34.059
Algeria,1933,23.1685,12.463,33.185
Algeria,1934,22.7446666666667,10.799,33.645
Algeria,1935,22.91975,10.567,33.397
Algeria,1936,22.9409166666667,11.559,33.722
Algeria,1937,23.7275,12.447,33.319
Algeria,1938,22.7276666666667,11.134,33.391
Algeria,1939,22.8414166666667,12.744,34.233
Algeria,1940,23.0059166666667,10.91,32.951
Algeria,1941,23.4434166666667,13.012,33.897
Algeria,1942,23.6101666666667,11.054,33.32
Algeria,1943,23.0333333333333,12.469,34.336
Algeria,1944,22.9341666666667,10.477,34.076
Algeria,1945,23.3655,10.585,33.86
